Region,BEIS School ID,School.Name,Division,Legislative.District,Province,City or Municipality,Barangay,Latitude,Longitude, Kinder , Grade 1 , Grade 2 , Grade 3 , Grade 4 , Grade 5 , Grade 6 , Grade 7 , Grade 8 , Grade 9 , Grade 10 , Grade 11 , Grade 12 , Total Seats 
Region IX,456517,"Firm Alliance Christian Tender School, Inc.",Zamboanga Sibugay,Congressional District 1,Zamboanga Sibugay ,Olutanga ,Solar,7.312204,122.842735,14, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14
Region V,411120,"ALTA TECHNICAL-VOCATIONAL SCHOOL, INC.,",Masbate,3rd ,Province of Masbate ,Municipality of Uson,Barangay Crossing ,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,55,21,76
Region IX,410132,Madrasato Habib Mohammad Al-Islamiyah,#N/A,IPIL DISTRICT,PROVINCE OF ZAMBOANGA SIBUGAY,NAGA,MAMAGON,7.765637,122.741251,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
Region V,410306,"Abella Polytechnic Institute, Inc.",Masbate,3rd,Masbate,Cataingan,Poblacion,12.00365,124.00015, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20,20,40
Region IX,402611,"Yllana Bay View College, Inc.",Pagadian City,Balangasan Distrcit,Province of Zamboanga del Sur,City of Pagadian City,Barangay Balangasan,7.82456,123.4364, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,250,250,500
Region IV-A (CALABARZON),402532,Maquiling School Inc.,Laguna,Second District,Province of Laguna,Municipality of Bay,Barangay Puypuy,14.174463,121.275436,16,12,14,16,20,20,25,20,25,25,25,16, -   ,234
Region IX,408744,"Sindangan Shiloh Christian Academy, Inc",Zamboanga del Norte,2nd District,Province of Zamboanga del Norte,Municipality of Sindangan,Barangay Goleo,8.2311357,123.0020251,34, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,34
Region IV-A (CALABARZON),402518,"Sanctuario de San Antonio Children Learning Center, Inc.",Laguna,3rd District ,Province of Laguna ,Municipality of Liliw,Barangay Rizal,14.13135,121.43609,6,4,13,7,6,10,6, -   , -   , -   , -   , -   , -   ,52
Region IX,410243,"Bacungan Shiloh Baptist Christian Academy, Inc.",Zamboanga del Norte,Third,Zamboanga del Norte,Municipality of Leon B. Postigo,Barangay Poblacion,8.9767,122.56315,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20
Region IV-A (CALABARZON),402505,Grace Christian Community School,Laguna,Third,Laguna,Calauan,Prinza,14.148217,121.319671,25,25,25,25,25,25,25,25,25,25,25,25,25,325
Region IV-A (CALABARZON),408372,JESUS THE ONLY MESSIAH SCHOOL OF WISDOM INCORPORATED,Laguna,Victoria,Province of Laguna,Municipality of Victoria,Barangay San Francisco,14.21212439,121.342843,20,10,10,10, -   , -   , -   , -   , -   , -   , -   , -   , -   ,50
Region IV-A (CALABARZON),408360,VCCF ACADEMY,Laguna,Los Banos District,Province of Laguna,Municipality of Los Banos,Brgy. Maahas,14.17971,121.25682,15,15,15,15,15,15,15, -   , -   , -   , -   , -   , -   ,105
Region V,403783,INSTITUTE OF THE ORIENT,Masbate,3rd,Province,Municipality of Placer,Barangay Poblacion ,13.78654,12.89765, -   , -   , -   , -   , -   , -   , -   ,325,318,250,250,250,250,"1,643"
Region IX,405507,ZAMSULA Everlasting College,Zamboanga del Norte,III,Province of Zamboanga Del Norte ,Municipality of Salug ,Barangay Poblacion East ,8.1085871,122.7599169,30,30,30, -   , -   , -   , -   , -   , -   , -   , -   ,25,25,140
Region V,411369,Placer Faith Academy Inc.,Masbate,3rd Congressional District,Province of Masbate,Municipality of Placer,Barangay San Marcos,11.89303,123.89416,12,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24
Region IV-A (CALABARZON),401654,St. Blaise Community Academy,Batangas,District II,Province of Batangas,Municipality of San Luis,Barangay Poblacion,13.85569,120.92958, -   , -   , -   , -   , -   , -   , -   ,129,122,78,72,87,94,582
Region IX,456512,Diplahan Alliance Learning Center,Zamboanga Sibugay,First District,Province of Zamboanga Sibugay,Municipality of Diplahan,Barangay Kauswagan,7.697109,122.984431,65, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,65
Region V,407800,Shalom Bicol Faith Academy,Camarines Sur,n/a,Camarines Sur,San Fernando,Lupi,13.53542,123.152,8,13,5,10,9,5,7, -   , -   , -   , -   , -   , -   ,57
Region V,409109,"Anchor Baptist Blessed Academy (ABBA), Inc.",Ligao City,3rd district,Province of Albay,City of Ligao,Barangay Tinago,131428,1233236,10,8,5,9,6,4,5,3,4,3,4, -   , -   ,61
Region IX,404893,Child Center for Learning & Development Inc.,Dipolog City,2ND DISTRICT,PROVINCE OF ZAMBOANGA DEL NORTE,CITY OF DIPOLOG,BARANGAY SICAYAB,8.607187924,123.3449396,70, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,70
Region IV-A (CALABARZON),402404,"St. Paul Learning School of Alaminos, Laguna, Inc.",Laguna,Alaminos District,Province of Laguna,Municipality of Alaminos,Barangay 03,14.57929,121.06494,19,14,26,20,20,18,15,53,47,39,37,58,46,412
Region IV-A (CALABARZON),409445,BERNBELLE LEARNING SCHOOL INC.,Laguna,4th District,Province of Laguna,Municipality of Pangil,Barangay Sulib,14.4045,121.46724,40,20,20,20, -   , -   , -   , -   , -   , -   , -   , -   , -   ,100
Region IV-A (CALABARZON),411434,BERNBELLE LEARNING SCHOOL INC.,Laguna,4th District,Province of Laguna,Municipality of Pangil,Barangay Sulib,14.4045,121.46724,40,20,20,20, -   , -   , -   , -   , -   , -   , -   , -   , -   ,100
Region IX,407965,Petrus Christian School,Dipolog City,2nd District,Province of Zamboanga del Norte ,City of Dipolog ,Barangay of Galas,8.548613,123.331569,30,20,15,10,15,10, -   , -   , -   , -   , -   , -   , -   ,100
Region IX,404895,Dipolog City Institute of Technology,Dipolog City,District 2,Province of Zamboanga del Norte,City of Dipolog,Barangay Minaog,8.59312,123.34936,15,15,10,10,10,10,5,30,30,30,30,45,45,285
Region IV-A (CALABARZON),424466,"Samuel Christian College of Gen. Trias, Inc.",General Trias City,6th Congressional District,Cavite,City of General Trias,Barangay Navarro,14.38,120.8886389, -   , -   , -   , -   , -   , -   , -   ,38,38,38,38,38,38,228
Region IX,404876,"Ipil Alliance Christian Little Hands School, Inc.",Zamboanga Sibugay,Congressional District ,Zamboanga Sibugay ,Ipil,Poblacion ,7.782382,122.587935,40, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40
Region IV-A (CALABARZON),410398,AMA COLLEGE-CAVITE,General Trias City,6th Legislative District,Province of Cavite,City of General Trias,Barangay Biclatan,14.2820584,120.9135086, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,400,400,800
Region IX,411143,"Pangi Goodwill Baptist Academy, INC",Zamboanga Sibugay,Ipil,Zamboanga Sibugay ,Ipil,Pangi,7.801425,122.609027,20,10,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40
Region IV-A (CALABARZON),410398,AMA COLLEGE-CAVITE,General Trias City,6th Legislative District,Province of Cavite,City of General Trias,Barangay Biclatan,14.2820584,120.9135086, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,400,400,800
Region IV-A (CALABARZON),424257,Castle of Young Mind Learning School,General Trias City,6th District ,Cavite,Gen. Trias,San Francisco,14.3399311,120.9171373,16, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,16
Region IV-A (CALABARZON),409143,Whizzkid Christian Academy Inc.,General Trias City,6th district,Cavite,General Trias City,Pasong Kawayan 2,14.312291,120.87629,15,20,20,20,20,15,10, -   , -   , -   , -   , -   , -   ,120
Region IV-A (CALABARZON),424508,Centennial School of the Philippines,Cabuyao City,District 2,Laguna ,City of Cabuyao ,Pulo,14.15095,121.08267,20,20,20,20,20,20,20, -   , -   , -   , -   , -   , -   ,140
Region IX,457507,"Dipolog  Rose of Sharon Academy, Inc.",Dipolog City,2nd District,Province of Zamboanga Del Norte,City of Dipolog,Barangay Sta.Filomena,8.569204,123.34284,13,14,12,13,13,18,18,15,11,12,10, -   , -   ,149
Region V,403784,"Adventist Elementary School-Placer, Inc.",Masbate,3rd District,Province of Masbate,Municipality of Placer,Barangay Katipunan,9.65814,125.60153,31,34,41,30,36,39,27, -   , -   , -   , -   , -   , -   ,238
Region IV-A (CALABARZON),424527,"Sisters of the Child Jesus School, Inc.",Laguna,3rd District,Province of Laguna,Municipality of Calauan,Barangay Lamot  2,14.16258,121.33254,50,36,36,36,37,37,37, -   , -   , -   , -   , -   , -   ,269
Region IX,457507,"Dipolog  Rose of Sharon Academy, Inc.",Dipolog City,2nd District,Province of Zamboanga Del Norte,City of Dipolog,Barangay Sta.Filomena,8.569204,123.34284,13,14,12,13,13,18,18,15,11,12,10, -   , -   ,149
Region V,434533,"Yadah Christian School, Inc",Masbate,3rd District of Masbate,Province of Masbate,Municipality of Placer,Barangay Poblacion,11.871105,123.916723,10,16,15,6,7,14,7, -   , -   , -   , -   , -   , -   ,75
Region IV-A (CALABARZON),423561,St. Elizabeth School of Mabini  Inc.,Batangas,Congressional District 2,Province of Batangas,Municipality of Mabini,Barangay San Jose,13.75591,120.92019,10,10,5,5,6,8,4, -   , -   , -   , -   , -   , -   ,48
Region IV-A (CALABARZON),494022,"Burning Bush Child Development Center, Inc.",Antipolo City,II-B,Rizal,City of Antipolo,Brgy. San Roque ,14.5669,121.17,19,16,15,20,7,9,5, -   , -   , -   , -   , -   , -   ,91
Region V,410475,Excelsior Polytechnic Academy,Masbate,Second District,Province of Masbate,Municipality of Mandaon,Barangay Dayao,12.2864,123.34608,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,70,50,135
Region IX,404922,"Southern Mindanao College, Inc.",Pagadian City,San Francisco District,Province of Zamboanga del Sur,City of Pagadian,Barangay San Francisco,7.8288711,123.4417106,40,40,40,40,40,40,40, -   , -   , -   , -   , -   , -   ,280
Region IV-A (CALABARZON),409937,CHITEKINA LEARNING CENTER INC.,Laguna,4th,Laguna,Magdalena,Barangay Cigaras,14.22485697,121.4297052,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
Region IV-A (CALABARZON),408112,MARANATHA  CHRISTIAN ACADEMY,Laguna,3rd District ,Laguna ,Alaminos ,Brgy 2,90,180,12,16,15,6,3,7,3, -   , -   , -   , -   , -   , -   ,62
Region IV-A (CALABARZON),424530,Missionary Oratorians of Jesus College,Laguna,Pila,Province of Laguna,Municipality of Pila,Tubuan,1457929,12106494,15,5,18,14,9,6,5, -   , -   , -   , -   , -   , -   ,72
Region V,409418,"Barbridge Academy, Inc.",Masbate,Third District,Province of Masbate,Municipality of Pio V. Corpus,Barangay Poblacion,11.88477,124.049728, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,80,80,160
Region IX,404884,Xavier High School,Zamboanga Sibugay,District 1,Province of Zamboanga Sibugay,Municipality of Mabuhay,Baranagay Poblacion,7.419346,122.838078, -   , -   , -   , -   , -   , -   , -   ,97,97,73,67,68,76,478
Region IV-A (CALABARZON),424194,"Young Ji International School, Inc.",General Trias City,6th,Cavite,City of General Trias,Barangay San Francisco,14.310028,120.918786,15,15,15,15,15,15,15,15,15,15,15,15,15,195
Region IV-A (CALABARZON),424874,Kairos Academe Learning Center Inc.,General Trias City,District,Region IV-A,City of General Trias,Pasong Camachile2 ,1.44E+16,1.44E+16,6,4,4,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
Region V,411391,"Barbridge Academy, Inc.",Masbate,Third District,Province of Masbate,Municipality of Pio V. Corpus,Barangay Poblacion,11.88477,124.049728, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,80,80,160
Region IX,456529,Sibugay Technical Institute Inc.,Zamboanga Sibugay,II,Province of Zamboanga Sibugay,Municipality of Ipil,Barangay Sanito,7.792929,122.603266, -   , -   , -   , -   , -   , -   , -   ,100,150,50,250,"1,600","1,600","3,750"
Region VII,447109,"Sibonga Christ Centered Agape Academy, Inc.",Cebu,1ST,Province of Cebu,Municipality of Sibonga,Barangay Cagay,10.02499,123.54679,20,20,20,20,26,15,15,55,50,25,15,38,36,355
Region IV-A (CALABARZON),409668,"JEHOVAH SHAMMAH CHRISTIAN COMMUNITY SCHOOL INC.,",Laguna,District 2,Province of Laguna,Municipality of Bay,Barangay San Nicolas,14.1827,121.28365,20,15,20,20,20,15,15,35,25,20,30, -   , -   ,235
Region IV-A (CALABARZON),408557,Brilliant Heights Scholastic Montessori Inc.,General Trias City,6th District ,Province of Cavite ,City of General Trias ,Barangay Santiago ,14.333612,120.920396,20,7,6,10,11,9,7, -   , -   , -   , -   , -   , -   ,70
Region IX,456513,"Malinao Alliance Karis Learning Center, Inc.",Zamboanga Sibugay,Mabuhay District,Province of Zamboanga Sibugay,Municipality of Mabuhay,Barangay Malinao,1457929,12106494,22, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,22
Region IV-A (CALABARZON),402415,Maranatha Christian Academy of Calo Bay Inc.,Laguna,PUROK 5,PROVINCE OF LAGUNA,MUNICIPALITY OF BAY,BARANGAY CALO,14.18171,121.28128,30,30,30,30,30,30,30,45,45,45,45,45,45,480
Region IV-A (CALABARZON),401704,Our Lady of Peace Academy,Batangas,1st District,Province of Batangas,Municipality of Tuy,Barangay Luna,14.02013417,120.7306235,22,12,21,14,27,10,9,110,89,56,67,124,102,663
Region IX,456501,Christian Alliance Missionary Academy Inc.,Zamboanga Sibugay,Ipil District ,Province if Zamboanga sibugay ,Municipality of RTLIM ,Surabay ,7,12106494,40, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40
Region IX,410837,"Victorian Community International School, INC - Manicahan Campus",Zamboanga City,DISTRICT 2,ZAMBOANGA DEL SUR,ZAMBAONGA CITY,MANICAHAN,7.016934,122.186345, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,75,35,110
Region IV-A (CALABARZON),424117,"La Salette Montessori Multiple Intelligences Learning Center, Inc.",General Trias City,6th Congressional District,Cavite,General Trias,San Francisco,14.3869,120.8817,18,15,15,13,13,10,10, -   , -   , -   , -   , -   , -   ,94
Region IV-A (CALABARZON),402412,Jehovah Shammah Christian Comm. School- Annex,Laguna,Second District,Province of Laguna,Municipality of Bay,Barangay Bitin,14.0901707,121.2103328,20,14,17,20,14,22,19,45,39,38,18,31,35,332
Region V,434509,Yadah Christian School Inc.,Masbate,EAST,Province of Masbate,Municipality of Aroroy,Barangay Ambolong,12.50985,123.3995,10,21,12,17,19,18,18,4, -   ,4, -   , -   , -   ,123
Region IV-A (CALABARZON),424559,PAETE SCIENCE AND BUSINESS COLLEGE INC.(Eastern Laguna Colleges),Laguna,4th District,Province of Laguna,Municipality of Paete,Barangay 5 Ilaya del Sur ,14.3629506,121.4846237,24,14,20,25,18,25,17,120,94,104,97,310,305,"1,173"
Region IV-A (CALABARZON),424191,Blessed Maria Cristina Brando School,General Trias City,6th,Cavite ,General Trias,Santiago,14.3394549,120.9075828,40,50,60,40,40,40,40,75,50,36,41,11,20,543
Region IX,409923,"Pagadian Oriental Mission Institute, INC.",Pagadian City,District 1,Zamboanga del Sur,Pagadian City,Tiguma,7.847989,123.46046,20,20,20,20,20,20,20,25,25,25,25,120,60,420
Region V,403741,"Quezon Camarines High School, Inc.",Camarines Sur,RAGAY DISTRICT,CAMARINES SUR,RAGAY,POBLACION ILAOD,13.820145,122.790551, -   , -   , -   , -   , -   , -   , -   ,83,69,68,55,42,47,364
Region IV-A (CALABARZON),494029,"King's Little Jewels Learning Center, Inc.",Antipolo City,District of Rizal,Province of Rizal,City of Antipolo,San Isidro,14.58888,121.17745,15,10,10,10,10,25,10, -   , -   , -   , -   , -   , -   ,90
Region VII,410296,Holy Child Center for Academe Inc.,Mandaue City,Lone District,Province of Cebu,City of Mandaue,Barangay Bakilid,10.335159,123.935889,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,26
NCR,409333,"Excellent Brain School of Barangka, Inc.",Marikina City,1st District,NCR,City of Marikina,Barangay Barangka,14.63191497,121.0789127,15,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,30
Region VII,447002,"Mary Queen of Apostles School of Cebu, Inc.",Cebu,Cebu’s 1st Legislative (Congressional) District,Province of Cebu,Municipality of  Minglanilla,Barangay Pakigne,10.23538457,123.7842572,50,25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,75
NCR,406807,National Christian Life College,Marikina City, District 1,NCR,Marikina City,Sto Nino,14.638521,121.098114,100,40,40,45,70,70,60,120,140,120,110,534,561,"2,010"
NCR,406805,Mother of Divine Providence School,Marikina City,Lone District,NCR,City of Marikina,Marikina Heights,15.76342,16.45341,36,19,17,26,27,25,27,27,17,22,33,21,37,334
Region IV-A (CALABARZON),424872,"Airulas Integrated School, Inc.",General Trias City,6th District,Province of Cavite,City of Gen. Trias,Barangay Pasong Kawayan 2,14.57929,161.06494,6,6,15,13,10,10,5, -   , -   , -   , -   , -   , -   ,65
Region V,433560,Little Blessings Learning Center,Camarines Sur,3rd District,Province of Camarines Sur,Municipality of Ocampo,Barangay Poblacion Central,13.558967,123.37578,36,34,31,30,30,30,30, -   , -   , -   , -   , -   , -   ,221
NCR,408608,"Cuddly Kiddos Development and Tutorial Center, Inc.",Marikina City,District 2,NCR,Marikina ,Barangay Marikina Heights ,14.652017,121.123576,48, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,48
Region IV-A (CALABARZON),401681,Talisay Polytechnic Institute,Batangas,3,Province of Batangas,Municipality of Talisay,Barangay Banga,14.09291,121.01577, -   , -   , -   , -   , -   , -   , -   ,200,200,200,200,250,250,"1,300"
Region IX,404888,Loyola High School,Zamboanga Sibugay,Lone District,Province of Zamboanga Sibugay,Municipality of Olutanga,Solar,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,160,120,120,120,120,120,760
Region IV-A (CALABARZON),403151,Alzira de Sousa College,Rizal,Second District of Rizal,Province of Rizal,Municipality of Teresa,Barangay San Gabriel,14.55711,121.21929,18,24,18,13,13,16,9,9,10,10,6, -   , -   ,146
Region VII,449015,"Maternelle Academy, Inc.",Mandaue City,Lone District,Province of Cebu,Municipality of Mandaue,Barangay Basak,1.11,3,31,26,25,45,37,23,17,27,23,17,34,13,5,323
NCR,484569,APEC Schools  -Marikina Heights BR.,Marikina City,District 2,NCR,Municipality of Marikina,Barangay Marikina Heights,14.649059,121.1122, -   , -   , -   , -   , -   , -   , -   ,45,45,45,45,45,45,270
Region V,434518,"Masbate Learning is Fun Children's Center, Inc.",Masbate,Aroroy East District ,Province of Masbate,Municipality of Aroroy ,Barangay Baga-uma ,12.515596,123.399515,30,25,15,30,30,15,15, -   , -   , -   , -   , -   , -   ,160
Region IV-A (CALABARZON),410154,Nuestra Señora De Guia Academy of Marikina Inc.,Rizal,1st District,Province of Rizal,Municipality of Angono,Barangay San Roque,14.524343,121.153837,25,35,35,35,35,35,35,45,45,45,45,50,50,515
Region IV-A (CALABARZON),401611,"Santa Fe Integrated School, Inc.",Batangas,Second District,Province of Batangas,Municipality of Mabini,Barangay Pulong Niogan,13.753639,120.939583,30,30,30,30,30,30,30,30,30,30,30, -   , -   ,330
Region IX,457515,Metro Dipolog Baptist Academy,Dipolog City,2nd District,Zamboanga Del Norte,Dipolog City,Upper Turno,8.57072,123.36645,15,8,10,12,12,12,5,10,5,8,6,4,1,108
Region IV-A (CALABARZON),428513,Children of God Learning Academy  Inc.,Calamba City,Lone District,Province of Laguna,City of Calamba,Barangay Canlubang,14.218449,121.120881,15,15,15,15,15,15,15, -   , -   , -   , -   , -   , -   ,105
Region IX,404919,Pagadian Montessori Center,Pagadian City,Private,Zamboanga del Sur,Pagadian City,Sta. Maria,14.57929,121.06494,7,15,20,23,24,23,21,4,3,8,6,8,5,167
Region IX,404921,Saint Columban College,Pagadian City,Private,Province of Zamboanga del Sur,City of Pagadian,Barangay Sto. Niño,7.828661,123.432665,94,73,78,80,74,81,71, -   , -   , -   , -   , -   , -   ,551
